date,nifty_open,nifty_high,nifty_low,nifty_close,result,change_pct,vix_vs_actual_diff,up_from_open,down_from_open,fii_view,pro_view,fii_bucket,pro_bucket,alignment,strong_alignment,move_direction,outcome_classification,close_outcome,vix_exhaustion,vix_predicted_move_pct,intraday_high_pct,intraday_low_pct,actual_open_close_pct,actual_range_pct,is_nifty_expiry,vix_open,vix_regime,year
2024-01-18,21414.2,21539.4,21285.55,21477.25,Green,+0.29%,0.24,125.2,128.65,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Exceeded Half then Reversed,0.95,0.58,-0.6,0.29,1.19,1,15.08,Normal (15-20),2024
2024-01-19,21615.2,21670.6,21575.0,21638.2,Green,+0.11%,-0.45,55.4,40.2,Bearish,Strong Bullish,Bearish,Bullish,Mixed,None,Down to Up,N/A,N/A,N/A,0.89,0.26,-0.19,0.11,0.44,0,14.07,Low (<15),2024
2024-01-20,21706.15,21720.3,21541.8,21586.95,Red,-0.55%,-0.07,14.15,164.35,Neutral,Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.89,0.07,-0.76,-0.55,0.82,0,14.07,Low (<15),2024
2024-01-23,21716.7,21750.25,21192.6,21243.05,Red,-2.18%,1.68,33.55,524.1,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.89,0.15,-2.41,-2.18,2.57,0,14.07,Low (<15),2024
2024-01-24,21185.25,21482.35,21137.2,21460.7,Green,+1.3%,0.74,297.1,48.05,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.89,1.4,-0.23,1.3,1.63,0,14.07,Low (<15),2024
2024-01-25,21454.6,21459.0,21247.05,21370.75,Red,-0.39%,0.08,4.4,207.55,Mildly Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,None,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.91,0.02,-0.97,-0.39,0.99,1,14.38,Low (<15),2024
2024-01-29,21433.1,21763.25,21429.6,21744.8,Green,+1.45%,0.65,330.15,3.5,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.91,1.54,-0.02,1.45,1.56,0,14.38,Low (<15),2024
2024-01-30,21775.75,21813.05,21501.8,21530.55,Red,-1.13%,0.52,37.3,273.95,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.91,0.17,-1.26,-1.13,1.43,0,14.38,Low (<15),2024
2024-01-31,21487.25,21741.35,21448.85,21708.3,Green,+1.03%,0.45,254.1,38.4,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.91,1.18,-0.18,1.03,1.36,0,14.38,Low (<15),2024
2024-02-01,21780.65,21832.95,21658.75,21690.3,Red,-0.41%,-0.21,52.3,121.9,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.01,0.24,-0.56,-0.41,0.8,1,16.05,Normal (15-20),2024
2024-02-02,21812.75,22126.8,21805.55,21853.3,Green,+0.19%,0.56,314.05,7.2,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.91,1.44,-0.03,0.19,1.47,0,14.46,Low (<15),2024
2024-02-05,21921.05,21964.3,21726.95,21761.3,Red,-0.73%,0.17,43.25,194.1,Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,0.91,0.2,-0.89,-0.73,1.08,0,14.46,Low (<15),2024
2024-02-06,21825.2,21951.4,21737.55,21938.8,Green,+0.52%,0.07,126.2,87.65,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.91,0.58,-0.4,0.52,0.98,0,14.46,Low (<15),2024
2024-02-07,22045.05,22053.3,21860.15,21949.8,Red,-0.43%,-0.03,8.25,184.9,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.91,0.04,-0.84,-0.43,0.88,0,14.46,Low (<15),2024
2024-02-08,22009.65,22011.05,21665.3,21759.7,Red,-1.14%,0.59,1.4,344.35,Mildly Bearish,Bullish,Bearish,Bullish,Mixed,None,Top to Down,N/A,N/A,N/A,0.98,0.01,-1.56,-1.14,1.57,1,15.51,Normal (15-20),2024
2024-02-09,21727.0,21804.45,21629.9,21786.0,Green,+0.27%,-0.2,77.45,97.1,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,1.0,0.36,-0.45,0.27,0.8,0,15.83,Normal (15-20),2024
2024-02-12,21800.8,21831.7,21574.75,21612.6,Red,-0.86%,0.18,30.9,226.05,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.0,0.14,-1.04,-0.86,1.18,0,15.83,Normal (15-20),2024
2024-02-13,21664.3,21766.8,21543.35,21728.0,Green,+0.29%,0.03,102.5,120.95,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Exceeded Half then Reversed,1.0,0.47,-0.56,0.29,1.03,0,15.83,Normal (15-20),2024
2024-02-14,21578.15,21870.85,21530.2,21848.7,Green,+1.25%,0.58,292.7,47.95,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.0,1.36,-0.22,1.25,1.58,0,15.83,Normal (15-20),2024
2024-02-15,21906.55,21953.85,21794.8,21927.05,Green,+0.09%,-0.24,47.3,111.75,Mildly Bearish,Mildly Bearish,Bearish,Bearish,Bearish Alignment,None,Down to Up,Worked then Reversed,Reversed by Close,Exceeded Half then Reversed,0.97,0.22,-0.51,0.09,0.73,1,15.44,Normal (15-20),2024
2024-02-16,22020.3,22068.65,21968.95,22033.5,Green,+0.06%,-0.51,48.35,51.35,Strong Bullish,Mildly Bearish,Bullish,Bearish,Mixed,None,Down to Up,N/A,N/A,N/A,0.96,0.22,-0.23,0.06,0.45,0,15.23,Normal (15-20),2024
2024-02-19,22103.45,22186.65,22021.05,22116.95,Green,+0.06%,-0.21,83.2,82.4,Bearish,Bullish,Bearish,Bullish,Mixed,None,Down to Up,N/A,N/A,N/A,0.96,0.38,-0.37,0.06,0.75,0,15.23,Normal (15-20),2024
2024-02-20,22099.2,22215.6,22045.85,22208.15,Green,+0.49%,-0.19,116.4,53.35,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.96,0.53,-0.24,0.49,0.77,0,15.23,Normal (15-20),2024
2024-02-21,22248.85,22249.4,21997.95,22028.75,Red,-0.99%,0.17,0.55,250.9,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.96,0.0,-1.13,-0.99,1.13,0,15.23,Normal (15-20),2024
2024-02-22,22081.55,22252.5,21875.25,22216.9,Green,+0.61%,0.71,170.95,206.3,Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Down to Up,N/A,N/A,N/A,1.0,0.77,-0.93,0.61,1.71,1,15.93,Normal (15-20),2024
2024-02-23,22290.0,22297.5,22186.1,22194.25,Red,-0.43%,-0.46,7.5,103.9,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.96,0.03,-0.47,-0.43,0.5,0,15.2,Normal (15-20),2024
2024-02-26,22169.2,22202.15,22075.15,22117.15,Red,-0.23%,-0.39,32.95,94.05,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Reversed Before Half,0.96,0.15,-0.42,-0.23,0.57,0,15.2,Normal (15-20),2024
2024-02-27,22090.2,22218.25,22085.65,22194.2,Green,+0.47%,-0.36,128.05,4.55,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.96,0.58,-0.02,0.47,0.6,0,15.2,Normal (15-20),2024
2024-02-28,22214.1,22229.15,21915.85,21926.25,Red,-1.3%,0.45,15.05,298.25,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.96,0.07,-1.34,-1.3,1.41,0,15.2,Normal (15-20),2024
2024-02-29,21935.2,22060.55,21860.65,22042.05,Green,+0.49%,-0.12,125.35,74.55,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,1.03,0.57,-0.34,0.49,0.91,1,16.33,Normal (15-20),2024
2024-03-01,22048.3,22353.3,22047.75,22326.05,Green,+1.26%,0.41,305.0,0.55,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.98,1.38,-0.0,1.26,1.39,0,15.57,Normal (15-20),2024
2024-03-02,22406.95,22420.25,22366.95,22373.4,Red,-0.15%,-0.74,13.3,40.0,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.98,0.06,-0.18,-0.15,0.24,0,15.57,Normal (15-20),2024
2024-03-04,22403.5,22440.9,22358.3,22397.65,Red,-0.03%,-0.61,37.4,45.2,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.98,0.17,-0.2,-0.03,0.37,0,15.57,Normal (15-20),2024
2024-03-05,22371.25,22416.9,22269.15,22358.5,Red,-0.06%,-0.32,45.65,102.1,Strong Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,0.98,0.2,-0.46,-0.06,0.66,0,15.57,Normal (15-20),2024
2024-03-06,22327.5,22497.2,22224.35,22480.05,Green,+0.68%,0.24,169.7,103.15,Bearish,Mildly Bullish,Bearish,Bullish,Mixed,None,Down to Up,N/A,N/A,N/A,0.98,0.76,-0.46,0.68,1.22,0,15.57,Normal (15-20),2024
2024-03-07,22505.3,22525.65,22430.0,22483.5,Red,-0.1%,-0.47,20.35,75.3,Neutral,Mildly Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.9,0.09,-0.33,-0.1,0.43,1,14.3,Low (<15),2024
2024-03-11,22517.5,22526.6,22307.25,22319.85,Red,-0.88%,0.07,9.1,210.25,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.9,0.04,-0.93,-0.88,0.97,0,14.3,Low (<15),2024
2024-03-12,22334.45,22452.55,22256.0,22333.7,Flat,-0.0%,-0.02,118.1,78.45,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.9,0.53,-0.35,-0.0,0.88,0,14.3,Low (<15),2024
2024-03-13,22432.2,22446.75,21905.65,21981.05,Red,-2.01%,1.51,14.55,526.55,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.9,0.06,-2.35,-2.01,2.41,0,14.3,Low (<15),2024
2024-03-14,21982.55,22204.6,21917.5,22153.05,Green,+0.78%,0.4,222.05,65.05,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.91,1.01,-0.3,0.78,1.31,1,14.43,Low (<15),2024
2024-03-15,22064.85,22120.9,21931.7,21996.35,Red,-0.31%,0.0,56.05,133.15,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.86,0.25,-0.6,-0.31,0.86,0,13.62,Low (<15),2024
2024-03-18,21990.1,22123.7,21916.55,22051.5,Green,+0.28%,0.08,133.6,73.55,Mildly Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Down to Up,N/A,N/A,N/A,0.86,0.61,-0.33,0.28,0.94,0,13.62,Low (<15),2024
2024-03-19,21946.45,21978.3,21793.1,21810.35,Red,-0.62%,-0.02,31.85,153.35,Mildly Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,None,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.86,0.15,-0.7,-0.62,0.84,0,13.62,Low (<15),2024
2024-03-20,21843.9,21930.9,21710.2,21855.1,Green,+0.05%,0.15,87.0,133.7,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Exceeded Half then Reversed,0.86,0.4,-0.61,0.05,1.01,0,13.62,Low (<15),2024
2024-03-21,21989.9,22080.95,21941.3,22014.6,Green,+0.11%,-0.21,91.05,48.6,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.85,0.41,-0.22,0.11,0.64,1,13.47,Low (<15),2024
2024-03-22,21932.2,22180.7,21883.3,22080.8,Green,+0.68%,0.57,248.5,48.9,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.79,1.13,-0.22,0.68,1.36,0,12.51,Low (<15),2024
2024-03-26,21947.9,22073.2,21947.55,22018.25,Green,+0.32%,-0.22,125.3,0.35,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.79,0.57,-0.0,0.32,0.57,0,12.51,Low (<15),2024
2024-03-27,22053.95,22193.6,22052.85,22147.2,Green,+0.42%,-0.15,139.65,1.1,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.79,0.63,-0.0,0.42,0.64,0,12.51,Low (<15),2024
2024-03-28,22163.6,22516.0,22163.6,22343.1,Green,+0.81%,0.79,352.4,0.0,Bearish,Strong Bullish,Bearish,Bullish,Mixed,None,Down to Up,N/A,N/A,N/A,0.8,1.59,0.0,0.81,1.59,1,12.7,Low (<15),2024
2024-04-01,22455.0,22529.95,22427.75,22469.05,Green,+0.06%,-0.34,74.95,27.25,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.8,0.33,-0.12,0.06,0.46,0,12.7,Low (<15),2024
2024-04-02,22458.8,22497.6,22388.15,22464.3,Green,+0.02%,-0.31,38.8,70.65,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.8,0.17,-0.31,0.02,0.49,0,12.7,Low (<15),2024
2024-04-03,22385.7,22521.1,22346.5,22445.55,Green,+0.27%,-0.02,135.4,39.2,Bearish,Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.8,0.6,-0.18,0.27,0.78,0,12.7,Low (<15),2024
2024-04-04,22592.1,22619.0,22303.8,22541.2,Red,-0.23%,0.68,26.9,288.3,Mildly Bearish,Neutral,Bearish,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.72,0.12,-1.28,-0.23,1.4,1,11.37,Low (<15),2024
2024-04-05,22486.4,22537.6,22427.6,22523.4,Green,+0.16%,-0.22,51.2,58.8,Mildly Bullish,Mildly Bullish,Bullish,Bullish,Bullish Alignment,None,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,0.71,0.23,-0.26,0.16,0.49,0,11.22,Low (<15),2024
2024-04-08,22578.35,22697.3,22550.35,22661.0,Green,+0.37%,-0.06,118.95,28.0,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.71,0.53,-0.12,0.37,0.65,0,11.22,Low (<15),2024
2024-04-09,22765.1,22768.4,22612.25,22642.05,Red,-0.54%,-0.02,3.3,152.85,Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,0.71,0.01,-0.67,-0.54,0.69,0,11.22,Low (<15),2024
2024-04-10,22720.25,22775.7,22673.7,22735.05,Green,+0.07%,-0.27,55.45,46.55,Mildly Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Down to Up,N/A,N/A,N/A,0.72,0.24,-0.2,0.07,0.45,1,11.36,Low (<15),2024
2024-04-12,22677.4,22726.45,22503.75,22519.4,Red,-0.7%,0.28,49.05,173.65,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.7,0.22,-0.77,-0.7,0.98,0,11.11,Low (<15),2024
2024-04-15,22339.05,22427.45,22259.55,22277.45,Red,-0.28%,0.05,88.4,79.5,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.7,0.4,-0.36,-0.28,0.75,0,11.11,Low (<15),2024
2024-04-16,22125.3,22213.75,22079.45,22177.45,Green,+0.24%,-0.09,88.45,45.85,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.7,0.4,-0.21,0.24,0.61,0,11.11,Low (<15),2024
2024-04-18,22212.35,22326.5,21961.7,22045.75,Red,-0.75%,0.85,114.15,250.65,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.79,0.51,-1.13,-0.75,1.64,1,12.62,Low (<15),2024
2024-04-19,21861.5,22179.55,21777.65,22149.7,Green,+1.32%,1.02,318.05,83.85,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.82,1.45,-0.38,1.32,1.84,0,13.04,Low (<15),2024
2024-04-22,22336.9,22375.65,22198.15,22370.5,Green,+0.15%,-0.03,38.75,138.75,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.82,0.17,-0.62,0.15,0.79,0,13.04,Low (<15),2024
2024-04-23,22447.05,22447.55,22349.45,22361.0,Red,-0.38%,-0.38,0.5,97.6,Mildly Bullish,Bullish,Bullish,Bullish,Bullish Alignment,None,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.82,0.0,-0.43,-0.38,0.44,0,13.04,Low (<15),2024
2024-04-24,22421.55,22476.45,22384.0,22412.2,Red,-0.04%,-0.41,54.9,37.55,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Reversed Before Half,0.82,0.24,-0.17,-0.04,0.41,0,13.04,Low (<15),2024
2024-04-25,22316.9,22625.95,22305.25,22559.25,Green,+1.09%,0.79,309.05,11.65,Bullish,Mildly Bullish,Bullish,Bullish,Bullish Alignment,None,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.65,1.38,-0.05,1.09,1.44,1,10.28,Low (<15),2024
2024-04-26,22620.4,22620.4,22385.55,22450.2,Red,-0.75%,0.36,0.0,234.85,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,0.68,0.0,-1.04,-0.75,1.04,0,10.73,Low (<15),2024
2024-04-29,22475.55,22655.8,22441.9,22633.15,Green,+0.7%,0.27,180.25,33.65,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.68,0.8,-0.15,0.7,0.95,0,10.73,Low (<15),2024
2024-04-30,22679.65,22783.35,22568.4,22587.75,Red,-0.41%,0.27,103.7,111.25,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Exceeded Half then Reversed,0.68,0.46,-0.49,-0.41,0.95,0,10.73,Low (<15),2024
2024-05-02,22567.85,22710.5,22567.85,22656.75,Green,+0.39%,-0.18,142.65,0.0,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,0.81,0.63,0.0,0.39,0.63,1,12.87,Low (<15),2024
2024-05-03,22766.35,22794.7,22348.05,22456.7,Red,-1.36%,1.11,28.35,418.3,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.85,0.12,-1.84,-1.36,1.96,0,13.45,Low (<15),2024
2024-05-06,22561.6,22588.8,22409.45,22458.0,Red,-0.46%,-0.06,27.2,152.15,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,0.85,0.12,-0.67,-0.46,0.79,0,13.45,Low (<15),2024
2024-05-07,22489.75,22499.05,22232.05,22304.5,Red,-0.82%,0.34,9.3,257.7,Mildly Bullish,Neutral,Bullish,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,0.85,0.04,-1.15,-0.82,1.19,0,13.45,Low (<15),2024
2024-05-08,22231.2,22368.65,22185.2,22306.75,Green,+0.34%,-0.02,137.45,46.0,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,0.85,0.62,-0.21,0.34,0.83,0,13.45,Low (<15),2024
2024-05-09,22224.8,22307.75,21932.4,21968.15,Red,-1.15%,0.61,82.95,292.4,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.08,0.37,-1.32,-1.15,1.69,1,17.08,Normal (15-20),2024
2024-05-10,21990.95,22131.3,21950.3,22054.0,Green,+0.29%,-0.33,140.35,40.65,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,1.15,0.64,-0.18,0.29,0.82,0,18.2,Normal (15-20),2024
2024-05-13,22027.95,22131.65,21821.05,22119.4,Green,+0.42%,0.26,103.7,206.9,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.15,0.47,-0.94,0.42,1.41,0,18.2,Normal (15-20),2024
2024-05-14,22126.5,22270.05,22081.25,22223.8,Green,+0.44%,-0.3,143.55,45.25,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.15,0.65,-0.2,0.44,0.85,0,18.2,Normal (15-20),2024
2024-05-15,22255.6,22297.55,22151.75,22210.4,Red,-0.2%,-0.49,41.95,103.85,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.15,0.19,-0.47,-0.2,0.66,0,18.2,Normal (15-20),2024
2024-05-17,22415.25,22502.15,22345.65,22465.55,Green,+0.22%,-0.56,86.9,69.6,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.26,0.39,-0.31,0.22,0.7,0,20.0,Elevated (20-30),2024
2024-05-18,22512.85,22519.85,22470.1,22506.8,Red,-0.03%,-1.04,7.0,42.75,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.26,0.03,-0.19,-0.03,0.22,0,20.0,Elevated (20-30),2024
2024-05-21,22404.55,22591.1,22404.55,22507.55,Green,+0.46%,-0.43,186.55,0.0,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.26,0.83,0.0,0.46,0.83,0,20.0,Elevated (20-30),2024
2024-05-22,22576.6,22629.5,22483.15,22620.5,Green,+0.19%,-0.61,52.9,93.45,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.26,0.23,-0.41,0.19,0.65,0,20.0,Elevated (20-30),2024
2024-05-23,22614.1,22993.6,22577.45,22951.0,Green,+1.49%,0.49,379.5,36.65,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.35,1.68,-0.16,1.49,1.84,1,21.47,Elevated (20-30),2024
2024-05-24,22930.75,23026.4,22908.0,22952.0,Green,+0.09%,-0.83,95.65,22.75,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,1.35,0.42,-0.1,0.09,0.52,0,21.38,Elevated (20-30),2024
2024-05-27,23038.95,23110.8,22871.2,22931.05,Red,-0.47%,-0.31,71.85,167.75,Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,1.35,0.31,-0.73,-0.47,1.04,0,21.38,Elevated (20-30),2024
2024-05-28,22977.15,22998.55,22858.5,22868.65,Red,-0.47%,-0.74,21.4,118.65,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.35,0.09,-0.52,-0.47,0.61,0,21.38,Elevated (20-30),2024
2024-05-29,22762.75,22825.5,22685.45,22705.8,Red,-0.25%,-0.73,62.75,77.3,Mildly Bullish,Strong Bearish,Bullish,Bearish,Mixed,None,Top to Down,N/A,N/A,N/A,1.35,0.28,-0.34,-0.25,0.62,0,21.38,Elevated (20-30),2024
2024-05-30,22617.45,22705.75,22417.0,22557.1,Red,-0.27%,-0.24,88.3,200.45,Strong Bearish,Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.52,0.39,-0.89,-0.27,1.28,1,24.18,Elevated (20-30),2024
2024-05-31,22568.1,22653.75,22465.1,22550.45,Red,-0.08%,-0.68,85.65,103.0,Strong Bearish,Neutral,Bearish,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.52,0.38,-0.46,-0.08,0.84,0,24.18,Elevated (20-30),2024
2024-06-03,23337.9,23338.7,23062.3,23305.95,Red,-0.14%,-0.34,0.8,275.6,Neutral,Mildly Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.52,0.0,-1.18,-0.14,1.18,0,24.18,Elevated (20-30),2024
2024-06-04,23179.5,23179.5,21281.45,21996.45,Red,-5.1%,6.67,0.0,1898.05,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.52,0.0,-8.19,-5.1,8.19,0,24.18,Elevated (20-30),2024
2024-06-05,22128.35,22670.4,21791.95,22573.0,Green,+2.01%,2.45,542.05,336.4,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Exceeded Half then Reversed,1.52,2.45,-1.52,2.01,3.97,0,24.18,Elevated (20-30),2024
