date,nifty_open,nifty_high,nifty_low,nifty_close,fii_view,pro_view,fii_bucket,pro_bucket,alignment,strong_alignment,move_direction,outcome_classification,close_outcome,vix_exhaustion,vix_predicted_move_pct,intraday_high_pct,intraday_low_pct,actual_open_close_pct,actual_range_pct,is_nifty_expiry,vix_open,vix_regime,year
2021-11-25,17417.3,17563.85,17352.35,17547.0,Neutral,Mildly Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.08,0.84,-0.37,0.74,1.21,1,17.1,Normal (15-20),2021
2021-11-26,17338.75,17344.95,16987.15,17006.55,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.05,0.04,-2.03,-1.92,2.06,0,16.66,Normal (15-20),2021
2021-11-29,17055.8,17160.1,16783.95,17039.7,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.05,0.61,-1.59,-0.09,2.21,0,16.66,Normal (15-20),2021
2021-11-30,17051.15,17324.45,16934.05,16975.15,Bullish,Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Exceeded Half then Reversed,1.05,1.6,-0.69,-0.45,2.29,0,16.66,Normal (15-20),2021
2021-12-01,17104.4,17212.55,17064.75,17185.95,Mildly Bullish,Bearish,Bullish,Bearish,Mixed,None,Down to Up,N/A,N/A,N/A,1.05,0.63,-0.23,0.48,0.86,0,16.66,Normal (15-20),2021
2021-12-02,17183.2,17417.75,17158.3,17401.5,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.23,1.36,-0.14,1.27,1.51,1,19.45,Normal (15-20),2021
2021-12-03,17424.9,17488.3,17181.1,17210.3,Neutral,Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.14,0.36,-1.4,-1.23,1.76,0,18.09,Normal (15-20),2021
2021-12-06,17209.05,17210.85,16893.6,16909.3,Strong Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.14,0.01,-1.83,-1.74,1.84,0,18.09,Normal (15-20),2021
2021-12-07,17044.1,17251.25,16988.75,17180.5,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,1.14,1.22,-0.32,0.8,1.54,0,18.09,Normal (15-20),2021
2021-12-08,17315.25,17484.5,17312.55,17467.85,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.14,0.98,-0.02,0.88,0.99,0,18.09,Normal (15-20),2021
2021-12-09,17524.4,17539.8,17380.1,17502.65,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.09,0.09,-0.82,-0.12,0.91,1,17.27,Normal (15-20),2021
2021-12-10,17476.05,17534.05,17405.55,17499.2,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.05,0.33,-0.4,0.13,0.74,0,16.6,Normal (15-20),2021
2021-12-13,17619.1,17638.85,17356.1,17384.5,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.05,0.11,-1.49,-1.33,1.6,0,16.6,Normal (15-20),2021
2021-12-14,17283.2,17375.7,17226.15,17319.5,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,1.05,0.54,-0.33,0.21,0.87,0,16.6,Normal (15-20),2021
2021-12-15,17323.65,17350.5,17193.25,17208.3,Bearish,Neutral,Bearish,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.05,0.15,-0.75,-0.67,0.91,0,16.6,Normal (15-20),2021
2021-12-16,17373.0,17374.6,17185.35,17285.6,Neutral,Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.08,0.01,-1.08,-0.5,1.09,1,17.22,Normal (15-20),2021
2021-12-17,17276.0,17292.45,16966.75,16994.05,Mildly Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,None,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.0,0.1,-1.79,-1.63,1.89,0,15.9,Normal (15-20),2021
2021-12-20,16824.25,16828.5,16410.4,16613.0,Mildly Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,None,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.0,0.03,-2.46,-1.26,2.49,0,15.9,Normal (15-20),2021
2021-12-21,16773.15,16936.35,16688.65,16786.9,Neutral,Mildly Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.0,0.97,-0.5,0.08,1.48,0,15.9,Normal (15-20),2021
2021-12-22,16865.55,16970.6,16819.7,16968.1,Bullish,Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.0,0.62,-0.27,0.61,0.89,0,15.9,Normal (15-20),2021
2021-12-23,17066.8,17117.95,17016.4,17051.35,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.04,0.3,-0.3,-0.09,0.6,1,16.58,Normal (15-20),2021
2021-12-24,17149.5,17151.45,16910.2,16999.9,Neutral,Mildly Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.0,0.01,-1.4,-0.87,1.41,0,15.83,Normal (15-20),2021
2021-12-27,16937.75,17111.55,16833.7,17101.95,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.0,1.03,-0.61,0.97,1.64,0,15.83,Normal (15-20),2021
2021-12-28,17177.6,17249.4,17161.2,17233.35,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,1.0,0.42,-0.1,0.32,0.51,0,15.83,Normal (15-20),2021
2021-12-29,17220.1,17285.75,17176.95,17189.55,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.0,0.38,-0.25,-0.18,0.63,0,15.83,Normal (15-20),2021
2021-12-30,17201.45,17264.0,17148.8,17228.95,Mildly Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,None,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,1.02,0.36,-0.31,0.16,0.67,1,16.24,Normal (15-20),2021
2021-12-31,17244.5,17400.55,17244.5,17364.25,Strong Bullish,Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.04,0.9,0.0,0.69,0.9,0,16.57,Normal (15-20),2021
2022-01-03,17387.15,17646.1,17387.15,17635.35,Neutral,Mildly Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.04,1.49,0.0,1.43,1.49,0,16.57,Normal (15-20),2022
2022-01-04,17681.4,17827.3,17594.25,17807.35,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.04,0.83,-0.49,0.71,1.32,0,16.57,Normal (15-20),2022
2022-01-05,17820.1,17944.2,17750.1,17907.7,Neutral,Mildly Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.04,0.7,-0.39,0.49,1.09,0,16.57,Normal (15-20),2022
2022-01-06,17768.5,17795.8,17655.9,17746.0,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.09,0.15,-0.63,-0.13,0.79,1,17.23,Normal (15-20),2022
2022-01-07,17797.6,17904.65,17705.05,17818.2,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,1.13,0.6,-0.52,0.12,1.12,0,17.98,Normal (15-20),2022
2022-01-10,17913.3,18016.8,17879.8,18005.45,Neutral,Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.13,0.58,-0.19,0.51,0.76,0,17.98,Normal (15-20),2022
2022-01-11,17997.75,18080.95,17964.9,18059.0,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.13,0.46,-0.18,0.34,0.64,0,17.98,Normal (15-20),2022
2022-01-12,18170.4,18227.35,18129.95,18197.6,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.13,0.31,-0.22,0.15,0.54,0,17.98,Normal (15-20),2022
2022-01-13,18257.0,18271.55,18164.15,18258.55,Neutral,Mildly Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.08,0.08,-0.51,0.01,0.59,1,17.18,Normal (15-20),2022
2022-01-14,18185.0,18286.6,18120.95,18235.5,Neutral,Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.05,0.56,-0.35,0.28,0.91,0,16.7,Normal (15-20),2022
2022-01-17,18235.65,18321.05,18234.05,18309.7,Neutral,Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.05,0.47,-0.01,0.41,0.48,0,16.7,Normal (15-20),2022
2022-01-18,18337.2,18350.6,18087.45,18113.8,Neutral,Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.05,0.07,-1.36,-1.22,1.44,0,16.7,Normal (15-20),2022
2022-01-19,18129.2,18129.2,17885.3,17941.45,Mildly Bearish,Bearish,Bearish,Bearish,Bearish Alignment,None,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.05,0.0,-1.35,-1.04,1.35,0,16.7,Normal (15-20),2022
2022-01-20,17921.0,17934.3,17648.85,17782.95,Mildly Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,None,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.12,0.07,-1.52,-0.77,1.59,1,17.82,Normal (15-20),2022
2022-01-21,17613.7,17707.25,17487.2,17650.45,Bearish,Strong Bullish,Bearish,Bullish,Mixed,None,Down to Up,N/A,N/A,N/A,1.12,0.53,-0.72,0.21,1.25,0,17.79,Normal (15-20),2022
2022-01-24,17575.15,17598.35,16998.45,17112.45,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.12,0.13,-3.28,-2.63,3.41,0,17.79,Normal (15-20),2022
2022-01-25,17001.55,17308.9,16837.85,17267.3,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.12,1.81,-0.96,1.56,2.77,0,17.79,Normal (15-20),2022
2022-01-28,17208.3,17373.0,17077.75,17106.35,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.33,0.96,-0.76,-0.59,1.72,0,21.07,Elevated (20-30),2022
2022-01-31,17301.05,17409.9,17264.35,17338.3,Bearish,Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,1.33,0.63,-0.21,0.22,0.84,0,21.07,Elevated (20-30),2022
2022-02-01,17529.45,17622.0,17245.45,17604.65,Mildly Bullish,Neutral,Bullish,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.33,0.53,-1.62,0.43,2.15,0,21.07,Elevated (20-30),2022
2022-02-02,17706.2,17793.75,17675.7,17791.6,Mildly Bullish,Neutral,Bullish,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.33,0.49,-0.17,0.48,0.67,0,21.07,Elevated (20-30),2022
2022-02-03,17767.75,17774.4,17512.95,17520.25,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.17,0.04,-1.43,-1.39,1.47,1,18.65,Normal (15-20),2022
2022-02-04,17590.2,17617.3,17463.9,17503.0,Mildly Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,None,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.21,0.15,-0.72,-0.5,0.87,0,19.16,Normal (15-20),2022
2022-02-07,17456.3,17535.95,17120.35,17210.0,Neutral,Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.21,0.46,-1.92,-1.41,2.38,0,19.16,Normal (15-20),2022
2022-02-08,17279.85,17304.65,17043.65,17240.35,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.21,0.14,-1.37,-0.23,1.51,0,19.16,Normal (15-20),2022
2022-02-09,17370.1,17476.4,17342.3,17471.6,Neutral,Mildly Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.21,0.61,-0.16,0.58,0.77,0,19.16,Normal (15-20),2022
2022-02-10,17554.1,17639.25,17427.2,17586.95,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,1.17,0.49,-0.72,0.19,1.21,1,18.56,Normal (15-20),2022
2022-02-11,17451.0,17451.0,17303.2,17345.55,Bullish,Neutral,Bullish,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.12,0.0,-0.85,-0.6,0.85,0,17.71,Normal (15-20),2022
2022-02-14,17076.15,17082.75,16810.0,16819.7,Bearish,Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.12,0.04,-1.56,-1.5,1.6,0,17.71,Normal (15-20),2022
2022-02-15,16933.25,17374.5,16840.4,17351.85,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.12,2.61,-0.55,2.47,3.15,0,17.71,Normal (15-20),2022
2022-02-16,17408.45,17489.9,17258.6,17293.05,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.12,0.47,-0.86,-0.66,1.33,0,17.71,Normal (15-20),2022
2022-02-17,17396.55,17442.55,17236.3,17280.15,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.3,0.26,-0.92,-0.67,1.19,1,20.59,Elevated (20-30),2022
2022-02-18,17236.05,17379.95,17220.2,17268.75,Neutral,Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.39,0.83,-0.09,0.19,0.93,0,22.01,Elevated (20-30),2022
2022-02-21,17192.25,17350.8,17071.0,17205.75,Mildly Bullish,Neutral,Bullish,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.39,0.92,-0.71,0.08,1.63,0,22.01,Elevated (20-30),2022
2022-02-22,16847.95,17148.5,16847.95,17080.6,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.39,1.78,0.0,1.38,1.78,0,22.01,Elevated (20-30),2022
2022-02-23,17194.5,17220.65,17027.9,17054.7,Mildly Bearish,Neutral,Bearish,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.39,0.15,-0.97,-0.81,1.12,0,22.01,Elevated (20-30),2022
2022-02-24,16548.9,16702.3,16204.4,16217.75,Mildly Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,None,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.55,0.93,-2.08,-2.0,3.01,1,24.54,Elevated (20-30),2022
2022-02-25,16515.65,16748.2,16488.95,16668.8,Neutral,Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,2.01,1.41,-0.16,0.93,1.57,0,31.98,High (>30),2022
2022-02-28,16481.6,16814.75,16356.55,16789.45,Strong Bullish,Mildly Bullish,Bullish,Bullish,Bullish Alignment,None,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,2.01,2.02,-0.76,1.87,2.78,0,31.98,High (>30),2022
2022-03-02,16593.1,16677.75,16479.15,16625.85,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,2.01,0.51,-0.69,0.2,1.2,0,31.98,High (>30),2022
2022-03-03,16723.2,16767.95,16443.6,16508.75,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.84,0.27,-1.67,-1.28,1.94,1,29.23,Elevated (20-30),2022
2022-03-04,16339.45,16455.55,16134.1,16243.55,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.77,0.71,-1.26,-0.59,1.97,0,28.16,Elevated (20-30),2022
2022-03-07,15867.95,16174.45,15713.7,15881.05,Neutral,Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.77,1.93,-0.97,0.08,2.9,0,28.16,Elevated (20-30),2022
2022-03-08,15747.75,16027.9,15671.65,16014.65,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,1.77,1.78,-0.48,1.69,2.26,0,28.16,Elevated (20-30),2022
2022-03-09,16078.0,16417.45,15992.75,16366.9,Neutral,Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.77,2.11,-0.53,1.8,2.64,0,28.16,Elevated (20-30),2022
2022-03-10,16757.1,16757.1,16448.1,16566.3,Mildly Bullish,Bullish,Bullish,Bullish,Bullish Alignment,None,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.73,0.0,-1.84,-1.14,1.84,1,27.47,Elevated (20-30),2022
2022-03-11,16528.8,16694.0,16472.55,16620.5,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.61,1.0,-0.34,0.55,1.34,0,25.58,Elevated (20-30),2022
2022-03-14,16633.7,16887.9,16607.95,16886.4,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.61,1.53,-0.15,1.52,1.68,0,25.58,Elevated (20-30),2022
2022-03-15,16900.65,16926.85,16555.7,16645.0,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.61,0.16,-2.04,-1.51,2.2,0,25.58,Elevated (20-30),2022
2022-03-16,16876.65,16987.6,16840.55,16966.35,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,1.61,0.66,-0.21,0.53,0.87,0,25.58,Elevated (20-30),2022
2022-03-17,17202.9,17344.6,17176.05,17299.4,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.52,0.82,-0.16,0.56,0.98,1,24.12,Elevated (20-30),2022
2022-03-21,17329.5,17352.1,17097.35,17113.85,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.52,0.13,-1.34,-1.24,1.47,0,24.12,Elevated (20-30),2022
2022-03-22,17120.4,17332.2,17006.4,17329.8,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.52,1.24,-0.67,1.22,1.9,0,24.12,Elevated (20-30),2022
2022-03-23,17405.05,17441.7,17200.8,17223.55,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.52,0.21,-1.17,-1.04,1.38,0,24.12,Elevated (20-30),2022
2022-03-24,17094.95,17291.45,17094.55,17197.3,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.56,1.15,-0.0,0.6,1.15,1,24.75,Elevated (20-30),2022
2022-03-25,17289.0,17289.85,17077.05,17177.95,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.51,0.0,-1.23,-0.64,1.23,0,23.93,Elevated (20-30),2022
2022-03-29,17297.2,17342.15,17236.3,17335.75,Bullish,Neutral,Bullish,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.51,0.26,-0.35,0.22,0.61,0,23.93,Elevated (20-30),2022
2022-03-30,17468.15,17522.15,17387.95,17471.6,Neutral,Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.51,0.31,-0.46,0.02,0.77,0,23.93,Elevated (20-30),2022
2022-03-31,17519.2,17558.9,17435.6,17468.75,Mildly Bullish,Neutral,Bullish,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.3,0.23,-0.48,-0.29,0.7,1,20.61,Elevated (20-30),2022
2022-04-01,17436.9,17702.5,17431.7,17688.35,Neutral,Mildly Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.3,1.52,-0.03,1.44,1.55,0,20.56,Elevated (20-30),2022
2022-04-04,17809.1,18087.25,17796.25,18036.05,Mildly Bullish,Bullish,Bullish,Bullish,Bullish Alignment,None,Down to Up,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.3,1.56,-0.07,1.27,1.63,0,20.56,Elevated (20-30),2022
2022-04-05,18080.6,18095.15,17922.6,17930.75,Mildly Bullish,Mildly Bullish,Bullish,Bullish,Bullish Alignment,None,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.3,0.08,-0.87,-0.83,0.95,0,20.56,Elevated (20-30),2022
2022-04-06,17842.75,17900.3,17780.2,17799.3,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Reversed Before Half,1.3,0.32,-0.35,-0.24,0.67,0,20.56,Elevated (20-30),2022
2022-04-07,17723.3,17786.95,17624.1,17655.15,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.2,0.36,-0.56,-0.38,0.92,1,19.02,Normal (15-20),2022
2022-04-08,17698.15,17842.4,17602.2,17800.3,Bearish,Bullish,Bearish,Bullish,Mixed,None,Down to Up,N/A,N/A,N/A,1.2,0.82,-0.54,0.58,1.36,0,19.0,Normal (15-20),2022
2022-04-11,17740.9,17778.95,17651.15,17679.65,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.2,0.21,-0.51,-0.35,0.72,0,19.0,Normal (15-20),2022
2022-04-12,17584.85,17595.15,17443.1,17519.95,Mildly Bearish,Bearish,Bearish,Bearish,Bearish Alignment,None,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.2,0.06,-0.81,-0.37,0.86,0,19.0,Normal (15-20),2022
2022-04-13,17599.9,17662.95,17457.45,17467.45,Bearish,Neutral,Bearish,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.14,0.36,-0.81,-0.75,1.17,1,18.16,Normal (15-20),2022
2022-04-18,17183.45,17237.25,17068.5,17185.8,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.14,0.31,-0.67,0.01,0.98,0,18.16,Normal (15-20),2022
2022-04-19,17258.95,17273.15,16826.05,16869.15,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.14,0.08,-2.51,-2.26,2.59,0,18.16,Normal (15-20),2022
2022-04-20,17045.25,17186.5,16979.1,17149.6,Neutral,Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.14,0.83,-0.39,0.61,1.22,0,18.16,Normal (15-20),2022
2022-04-21,17234.6,17414.35,17216.2,17400.1,Neutral,Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.18,1.04,-0.11,0.96,1.15,1,18.67,Normal (15-20),2022
2022-04-22,17242.75,17315.05,17149.75,17172.1,Neutral,Strong Bullish,Neutral,Bullish,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.12,0.42,-0.54,-0.41,0.96,0,17.85,Normal (15-20),2022
2022-04-25,17009.05,17053.95,16888.85,16983.2,Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Top to Down,Against then Recovered,Worked and Remained,Exceeded Half then Reversed,1.12,0.26,-0.71,-0.15,0.97,0,17.85,Normal (15-20),2022
2022-04-26,17121.3,17223.4,17065.3,17201.45,Neutral,Bullish,Neutral,Bullish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.12,0.6,-0.33,0.47,0.92,0,17.85,Normal (15-20),2022
2022-04-27,17073.35,17109.5,16958.65,17037.65,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.12,0.21,-0.67,-0.21,0.88,0,17.85,Normal (15-20),2022
2022-04-28,17189.5,17322.5,17071.2,17231.35,Mildly Bearish,Strong Bearish,Bearish,Bearish,Bearish Alignment,None,Down to Up,Worked then Reversed,Reversed by Close,Exceeded Half then Reversed,1.3,0.77,-0.69,0.24,1.46,1,20.61,Elevated (20-30),2022
2022-04-29,17329.25,17377.3,17054.0,17111.6,Strong Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Top to Down,Worked then Reversed,Reversed by Close,Reversed Before Half,1.22,0.28,-1.59,-1.26,1.87,0,19.38,Normal (15-20),2022
2022-05-02,16924.45,17091.85,16919.4,17064.7,Neutral,Strong Bearish,Neutral,Bearish,Neutral/Unclear,None,Down to Up,N/A,N/A,N/A,1.22,0.99,-0.03,0.83,1.02,0,19.38,Normal (15-20),2022
2022-05-04,17096.6,17129.25,16624.7,16694.7,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.22,0.19,-2.76,-2.35,2.95,0,19.38,Normal (15-20),2022
2022-05-05,16854.75,16944.4,16652.8,16669.2,Neutral,Neutral,Neutral,Neutral,Neutral/Unclear,None,Top to Down,N/A,N/A,N/A,1.38,0.53,-1.2,-1.1,1.73,1,21.88,Elevated (20-30),2022
2022-05-06,16415.55,16483.95,16342.45,16438.25,Bullish,Strong Bullish,Bullish,Bullish,Bullish Alignment,Strong Bullish Alignment,Down to Up,Against then Recovered,Worked and Remained,Reversed Before Half,1.28,0.42,-0.45,0.14,0.86,0,20.29,Elevated (20-30),2022
2022-05-09,16227.7,16403.15,16142.65,16308.4,Bearish,Bearish,Bearish,Bearish,Bearish Alignment,Strong Bearish Alignment,Down to Up,Worked then Reversed,Reversed by Close,Reversed Before Half,1.28,1.08,-0.52,0.5,1.61,0,20.29,Elevated (20-30),2022
